color::blue,color::green,color::red,shape::cube,shape::cylinder,shape::sphere,size::large,material::rubber
-0.08447259664535522,0.42462626099586487,-0.3494589030742645,-0.142732635140419,0.7002269625663757,-0.4267721176147461,0.007008261978626251,0.007008261978626251
-0.2822866439819336,0.4220402240753174,-0.1442660093307495,-0.47736263275146484,-0.428528368473053,0.7122585773468018,-0.031163454055786133,-0.031163454055786133
0.4208430349826813,-0.1535184383392334,-0.2732810378074646,0.5222967863082886,0.01194724254310131,-0.4264262914657593,-0.010621610097587109,-0.010621610097587109
-0.2559862732887268,-0.16331997513771057,0.4297742247581482,0.6017056703567505,-0.1363615095615387,-0.37531790137290955,0.016031071543693542,0.016031071543693542
-0.18486842513084412,0.4132874608039856,-0.23502445220947266,0.47340643405914307,-0.059278957545757294,-0.33236587047576904,0.001530112698674202,0.001530112698674202
0.304557204246521,-0.2646034359931946,-0.04017125815153122,0.428123414516449,-0.047052882611751556,-0.305637001991272,-0.06825114786624908,-0.06825114786624908
-0.30491942167282104,0.5563948154449463,-0.2590298056602478,0.5100303888320923,-0.09848687052726746,-0.33134007453918457,0.02023412473499775,0.02023412473499775
-0.25139498710632324,-0.27084389328956604,0.5354642868041992,-0.38653290271759033,-0.4872796833515167,0.6850792765617371,-0.013292046263813972,-0.013292046263813972
-0.23792651295661926,-0.14560885727405548,0.39309975504875183,-0.5002480745315552,-0.5131597518920898,0.7958996295928955,-0.03221119940280914,-0.03221119940280914
0.3664674758911133,-0.23558597266674042,-0.13335120677947998,-0.4626210927963257,-0.3559860587120056,0.644459068775177,-0.07210984826087952,-0.07210984826087952
-0.14118409156799316,-0.12404032796621323,0.271903395652771,-0.4371349811553955,-0.446846067905426,0.6942723393440247,-0.04519056901335716,-0.04519056901335716
-0.217834010720253,0.48157256841659546,-0.2713775336742401,0.4725029170513153,-0.06419852375984192,-0.3278447985649109,-0.0006219225469976664,-0.0006219225469976664
-0.1442471146583557,0.3909403085708618,-0.25367283821105957,-0.4449325501918793,-0.35765838623046875,0.6316213607788086,-0.04474638029932976,-0.04474638029932976
-0.29517316818237305,0.3068452775478363,-0.012805073522031307,0.526716411113739,-0.10607049614191055,-0.3388116955757141,0.020952917635440826,0.020952917635440826
0.3468547463417053,-0.18971139192581177,-0.1603679060935974,0.5229041576385498,-0.06875238567590714,-0.36458730697631836,-0.030575241893529892,-0.030575241893529892
-0.20414012670516968,-0.21006004512310028,0.4246762990951538,-0.5016723275184631,-0.47767865657806396,0.7696353793144226,-0.007829306647181511,-0.007829306647181511
-0.11638475954532623,-0.14348849654197693,0.26647859811782837,-0.1601809710264206,0.5382286906242371,-0.2877237796783447,-0.004296289756894112,-0.004296289756894112
-0.16152051091194153,-0.28541073203086853,0.45839887857437134,0.613308310508728,-0.1270846724510193,-0.3917502760887146,0.04719160869717598,0.04719160869717598
0.5558121800422668,-0.18137294054031372,-0.3828761577606201,-0.18355470895767212,0.7444205284118652,-0.42829495668411255,-0.045724108815193176,-0.045724108815193176
-0.1430869698524475,-0.16696643829345703,0.31792253255844116,0.537083625793457,-0.09943610429763794,-0.35221660137176514,0.02246430143713951,0.02246430143713951
0.4199312627315521,-0.13403229415416718,-0.2923532724380493,-0.503466010093689,-0.341249942779541,0.6657044887542725,-0.03881431370973587,-0.03881431370973587
